0,1
1.0,11.57328702052918
2.0,35.19553352417849
3.0,33.44408481349987
4.0,55.27665040612585
5.0,34.72814921904548
6.0,57.104988610281744
7.0,52.74416639928482
8.0,43.56255175029274
9.0,29.6783499596029
10.0,32.82565349116417
11.0,22.045152548916437
12.0,59.44194378987775
13.0,32.19891183128031
14.0,62.68663533720372
15.0,60.66575665501363
16.0,45.21767389637774
17.0,83.31621450966131
18.0,74.26200360821062
19.0,86.65614861536541
20.0,67.60771946930444
21.0,42.091912287584364
22.0,91.41339880504094
23.0,66.07352714859387
24.0,83.20133344615249
25.0,99.91920289690202
26.0,83.97081542632387
27.0,83.06259803235571
28.0,73.3469928430989
29.0,64.75990184265576
30.0,70.53049011751666
31.0,73.98732178163823
32.0,106.3725876087717
33.0,76.6264339991928
34.0,116.61976742455366
35.0,80.65466384632089
36.0,77.29858131902213
37.0,119.10973007640527
38.0,96.77723819561905
39.0,121.33641134629548
40.0,128.26299787869988
41.0,127.61348093147444
42.0,103.10362070350955
43.0,88.72402840046111
44.0,113.86233180796236
45.0,105.32979820950075
46.0,127.5245774700365
47.0,127.34603837063196
48.0,138.14166556132707
49.0,129.7958919887401
50.0,141.02184324454493
